id,address,style,year,lat,lon
46120,524 Virginia Ter,Contemporary,1991,43.061575,-89.428656
46121,7633 Widgeon Way,Ranch,1991,43.0744239,-89.5153875
46122,7634 Widgeon Way,Ranch,1991,43.0744511,-89.5154218
46123,7842 Brule St,Modern two story,1991,43.068434,-89.520937
46124,101 Wolf St,Modern two story,1991,43.068457,-89.5212619
46125,3014 Dorchester Way,Modern two story,1991,43.017999,-89.48426
46126,18 Westwynn Cir,Modern two story,1991,43.117637,-89.298947
46127,10 Eastbourne Cir,Modern two story,1991,43.078498,-89.512324
46128,6333 Waterford Rd,Modern two story,1991,43.01859,-89.49208
46129,3210 Clove Dr,Ranch,1991,43.138186,-89.319168
46130,1 Maple Grove Ct,Modern two story,1991,43.020852,-89.498481
46131,3214 Clove Dr,Ranch,1991,43.138382,-89.319286
46132,4321 Brown Ln,Modern two story,1991,43.1428719,-89.398449
46133,1837 Beld St,Modern two story,1991,43.04681,-89.392554
46134,6 Kiowa Ct,Split-level,1991,43.032629,-89.375237
46135,22 Maple View Ct,Modern two story,1991,43.021096,-89.497449
46136,7557 W Village Crest Dr,Ranch,1991,43.046641,-89.512878
46137,22 Brule Cir,Modern two story,1991,43.068439,-89.514048
46138,405 Lone Eagle Dr,Bi-level,1991,43.030498,-89.379295
46139,7570 W Village Crest Dr,Colonial,1991,43.046905,-89.5125
46140,4514 Deerwood Dr,Ranch,1991,43.074359,-89.3053429
46141,426 Lone Eagle Dr,Modern two story,1991,43.030993,-89.377853
46142,406 Lone Eagle Dr,Split-level,1991,43.031022,-89.378868
46143,6337 Waterford Rd,Modern two story,1991,43.018819,-89.4920549
46144,510 Lone Eagle Dr,Split-level,1991,43.030985,-89.377122
46145,503 Burdette Ct,Ranch,1991,43.036439,-89.3777113
46146,2917 Prairie Rd,Modern two story,1991,43.019554,-89.489797
46147,205 Wolf St,Modern two story,1991,43.069142,-89.521287
46148,117 Knutson Dr,Split-level,1992,43.141449,-89.399071
46149,3410 Prairie Rd,Ranch,1992,43.0190259,-89.498103
46150,4322 Beilfuss Dr,Split-level,1992,43.1424639,-89.401042
46151,702 Diving Hawk Trl,Split-level,1992,43.031759,-89.375054
46152,7561 Red Fox Trl,Modern two story,1992,43.066722,-89.513641
46153,2117 Taft St,Bi-level,1992,43.042458,-89.3927439
46154,110 Knutson Dr,Split-level,1992,43.141868,-89.399796
46155,2929 Maple Run Dr,Modern two story,1992,43.019896,-89.496142
46156,7433 Welton Dr,Colonial,1992,43.043998,-89.512056
46157,2037 Sundstrom St,Modern two story,1992,43.042963,-89.386673
46158,7706 Gray Fox Trl,Victorian georgian regency,1992,43.067599,-89.515921
46159,6217 N Highlands Ave,Contemporary,1992,43.082059,-89.488078
46160,7805 E Oakbrook Cir,Modern two story,1992,43.066966,-89.518038
46161,2928 Maple Run Dr,Modern two story,1992,43.01994,-89.496851
46162,2929 Maple Grove Dr,Bi-level,1992,43.020576,-89.4984379
46163,2825 Warner St,Modern two story,1992,43.032425,-89.373543
46164,2822 Maple View Dr,Ranch,1992,43.021365,-89.495942
46165,7218 W Valhalla Way,Colonial,1992,43.046028,-89.508747
46166,14 W Copper Cir,Modern two story,1992,43.069336,-89.520872
46167,723 N Thompson Dr,Townhouse,1992,43.1080587,-89.2998715
46168,313 Debs Rd,Ranch,1992,43.144929,-89.393942
46169,9 Highgate Cir,Modern two story,1992,43.081974,-89.513095
46170,7622 Sawmill Rd,Modern two story,1992,43.080365,-89.517508
46171,7637 Sawmill Rd,Colonial,1992,43.0807379,-89.518372
46172,7601 Sawmill Rd,Modern two story,1992,43.079665,-89.516269
46173,7533 Sawmill Rd,Colonial,1992,43.079648,-89.515956
46174,7521 Sawmill Rd,Modern two story,1992,43.079547,-89.515037
46175,7441 Sawmill Rd,Modern two story,1992,43.07929,-89.513729
46176,7610 Welton Dr,Ranch,1992,43.044233,-89.515353
46177,7440 Sawmill Rd,Bi-level,1992,43.079661,-89.513249
46178,7422 Sawmill Rd,Colonial,1992,43.0795249,-89.511724
46179,1013 N High Point Rd,Modern two story,1992,43.081003,-89.518928
46180,7514 Red Fox Trl,Ranch,1992,43.065841,-89.516307
46181,2 Thornhill Cir,Modern two story,1992,43.078849,-89.51107
46182,22 Sturbridge Cir,Modern two story,1992,43.077635,-89.511295
46183,27 Sturbridge Cir,Modern two story,1992,43.07754,-89.512133
46184,2914 Maple View Dr,Modern two story,1992,43.020681,-89.49488
46185,1329 Loftsgordon Ave,Modern two story,1992,43.115053,-89.3575819
46186,21 Geronimo Cir,Split-level,1992,43.030132,-89.37886
46187,722 Sky Ridge Dr,Ranch,1992,43.050421,-89.51241
46188,5513 Greenleaf Dr,Modern two story,1992,43.045491,-89.361298
46189,2910 Maple Run Dr,Colonial,1992,43.020991,-89.496295
46190,9 Vinje Ct,Modern two story,1992,43.075888,-89.29805
46191,7 Falmouth Ct,Modern two story,1992,43.041944,-89.500186
46192,5 Connecticut Ct,Modern two story,1992,43.040891,-89.501355
46193,5 Maple Run Ct,Modern two story,1992,43.021571,-89.4947509
46194,1 Maple Run Ct,Modern two story,1992,43.021445,-89.495077
46195,2925 Maple View Dr,Modern two story,1992,43.020256,-89.494122
46196,2933 Maple View Dr,Cape Cod,1992,43.019824,-89.494137
46197,2929 Maple View Dr,Colonial,1992,43.020039,-89.494133
46198,2937 Maple View Dr,Modern two story,1992,43.019598,-89.494139
46199,722 Saukdale Way,Ranch,1992,43.0758847,-89.5094048
46200,2922 Maple Run Dr,Modern two story,1992,43.020399,-89.496701
46201,21 Manchester Ct,Colonial,1992,43.019901,-89.487099
46202,37 Rough Lee Ct,Contemporary,1992,43.085814,-89.485897
46203,3110 Old Gate Rd Unit 4,Townhouse,1992,43.1363476,-89.3200131
46204,3301 Prairie Rd,Modern two story,1992,43.0182829,-89.496004
46205,9 Geronimo Cir,Split-level,1992,43.0301789,-89.378105
46206,3110 Old Gate Rd Unit 1,Townhouse,1992,43.1363476,-89.3200131
46207,1810 Thorstrand Rd,Modern two story,1992,43.089394,-89.483573
46208,2970 Settlement Dr,Split-level,1992,43.029297,-89.376688
46209,2974 Settlement Dr,Split-level,1992,43.029148,-89.376488
46210,1006 Willow Ln,Ranch,1992,43.07952,-89.489654
46211,514 Engelhart Dr,Split-level,1992,43.028992,-89.376738
46212,425 Engelhart Dr,Ranch,1992,43.0279529,-89.3772879
46213,11 S Thompson Dr,Modern two story,1992,43.098315,-89.2882319
46214,2 Eastridge Ct,Split-level,1992,43.07537,-89.282684
46215,10 Eastridge Ct,Modern two story,1992,43.075471,-89.282145
46216,2 Dinauer Ct,Split-level,1992,43.074513,-89.2826709
46217,10 Dinauer Ct,Ranch,1992,43.074518,-89.28212
46218,14 Dinauer Ct,Modern two story,1992,43.074595,-89.281861
46219,2941 Maple Run Dr,Colonial,1992,43.019507,-89.495833
46220,3106 Old Gate Rd Unit 4,Townhouse,1992,43.136203,-89.3203599
46221,2906 Maple View Dr,Modern two story,1992,43.020883,-89.495101
46222,17 Chautauqua Trl,Colonial,1992,43.045733,-89.515717
46223,150 S Hancock St,Garden,1992,43.0754511,-89.3778036
46224,142 S Hancock St Unit B,Townhouse,1992,43.0755114,-89.3778819
46225,7421 New Washburn Way,Colonial,1992,43.045375,-89.512735
46226,6 Maple Park Cir,Modern two story,1992,43.0198449,-89.495344
46227,10 Andrew Way,Modern two story,1992,43.099767,-89.290933
46228,7409 Welton Dr,Colonial,1992,43.04499,-89.511649
46229,7510 E Village Crest Dr,Colonial,1992,43.0469012,-89.512217
46230,7601 Welton Dr,Modern two story,1992,43.043483,-89.515006
46231,1833 Boyd Ave,Ranch,1992,43.1152435,-89.3599296
46232,7502 Welton Dr,Modern two story,1992,43.044116,-89.513029
46233,26 Newbury Cir,Modern two story,1992,43.029477,-89.501549
46234,6 Preston Cir,Colonial,1992,43.020384,-89.488542
46235,1129 N High Point Rd,Ranch,1992,43.082824,-89.519555
46236,5213 Forge Dr,Modern two story,1992,43.06736,-89.283811
46237,2121 Anvil Ln,Split-level,1992,43.06762,-89.283964
46238,6206 Waterford Rd,Ranch,1992,43.016922,-89.489867
46239,9 Woodglen Ct,Modern two story,1992,43.069807,-89.284093
46240,3106 Old Gate Rd Unit 3,Townhouse,1992,43.136203,-89.3203599
46241,862 Sky Ridge Dr,Split-level,1992,43.048582,-89.510404
46242,6 Connecticut Ct,Modern two story,1992,43.040449,-89.501503
46243,6901 Park Edge Dr,Modern two story,1992,43.040625,-89.501735
46244,7 Connecticut Ct,Modern two story,1992,43.040828,-89.50118
46245,21 Ranch House Ln,Ranch,1992,43.0696579,-89.279722
46246,41 Newbury Cir,Colonial,1992,43.029174,-89.500637
46247,7426 New Washburn Way,Modern two story,1992,43.045924,-89.5130439
46248,3106 Old Gate Rd Unit 2,Townhouse,1992,43.136203,-89.3203599
46249,2205 Wagon Trl,Modern two story,1992,43.066745,-89.2821979
46250,2213 Wagon Trl,Split-level,1992,43.066477,-89.281693
46251,2217 Wagon Trl,Split-level,1992,43.06629,-89.281538
46252,14 Oxbow Ct,Contemporary,1992,43.065708,-89.283018
46253,9 Oxbow Ct,Modern two story,1992,43.06605,-89.282998
46254,10 Spear Cir,Ranch,1992,43.030396,-89.375828
46255,202 S Bassett St,Townhouse,1992,43.068422,-89.388721
46256,204 S Bassett St,Townhouse,1992,43.0683763,-89.38867
46257,926 Sky Ridge Dr,Ranch,1992,43.0475489,-89.509902
46258,206 S Bassett St,Townhouse,1992,43.0683352,-89.388615
46259,29 Newbury Cir,Ranch,1992,43.028905,-89.5013479
46260,817 Ondossagon Way,Colonial,1992,43.04772,-89.516679
46261,3106 Old Gate Rd Unit 1,Townhouse,1992,43.136203,-89.3203599
46262,513 N High Point Rd,Ranch,1992,43.072975,-89.518889
46263,213 N High Point Rd,Modern two story,1992,43.069949,-89.519343
46264,14 E Copper Cir,Modern two story,1992,43.070914,-89.5197
46265,22 Plover Cir,Colonial,1992,43.069965,-89.518546
46266,202 Wolf St,Ranch,1992,43.06912,-89.5219709
46267,206 Wolf St,Ranch,1992,43.069336,-89.521944
46268,2 Madeline Island,Modern two story,1992,43.047413,-89.515428
46269,210 Wolf St,Modern two story,1992,43.069555,-89.521912
46270,3022 Manchester Rd,Modern two story,1992,43.018469,-89.490433
46271,417 Engelhart Dr,Split-level,1992,43.027716,-89.377726
46272,3004 Maple Valley Dr,Ranch,1992,43.01816,-89.497963
46273,3001 Maple Grove Dr,Bi-level,1992,43.019972,-89.498461
46274,709 Engelhart Dr,Split-level,1992,43.030015,-89.374407
46275,2918 Maple Run Dr,Modern two story,1992,43.020594,-89.496555
46276,6038 S Highlands Ave,Modern two story,1992,43.078107,-89.486262
46277,618 Engelhart Dr,Ranch,1992,43.030019,-89.375568
46278,613 Engelhart Dr,Split-level,1992,43.029538,-89.375223
46279,2905 Preston Rd,Bi-level,1992,43.020178,-89.489048
46280,2922 Manchester Rd,Colonial,1992,43.0187979,-89.487009
46281,7614 Gray Fox Trl,Modern two story,1992,43.067618,-89.5143
46282,3017 Edensway Rd,Ranch,1992,43.017375,-89.486784
46283,7521 Red Fox Trl,Victorian georgian regency,1992,43.066024,-89.515323
46284,3018 Edensway Rd,Ranch,1992,43.017216,-89.487459
46285,3042 Manchester Rd,Ranch,1992,43.017353,-89.4909969
46286,7509 E Village Crest Dr,Ranch,1992,43.0468712,-89.511842
46287,5213 Comanche Way,Split-level,1992,43.151569,-89.372996
46288,7501 E Village Crest Dr,Ranch,1992,43.0470982,-89.511839
46289,5222 Comanche Way,Ranch,1992,43.15177,-89.373936
46290,148 S Hancock St,Garden,1992,43.0754536,-89.3778069
46291,99 Golf Pkwy Unit C,Garden,1992,43.1506917,-89.3665857
46292,503 N Gammon Rd,Modern two story,1992,43.073507,-89.501023
46293,6 Ondossagon Ct,Modern two story,1992,43.046358,-89.517529
46294,4809 Starker Ave,Ranch,1992,43.0767359,-89.298596
46295,2526 Scenic Ridge Dr,Ranch,1992,43.024741,-89.509432
46296,45 Joshua Cir,Ranch,1992,43.098677,-89.28701
46297,770 Sky Ridge Dr,Ranch,1992,43.049603,-89.5113949
46298,790 Sky Ridge Dr,Bi-level,1992,43.04948,-89.511118
46299,3013 Manchester Rd,Colonial,1992,43.018397,-89.489467
46300,846 Sky Ridge Dr,Ranch,1992,43.048886,-89.509845
46301,10 Pelham Ct,Modern two story,1992,43.030236,-89.429925
46302,866 Sky Ridge Dr,Ranch,1992,43.048575,-89.510133
46303,216 Wolf St,Modern two story,1992,43.06978,-89.5218809
46304,3902 Hanover St,Ranch,1992,43.135345,-89.368517
46305,1109 N High Point Rd,Modern two story,1992,43.082061,-89.519161
46306,6014 Greentree Rd,Modern two story,1992,43.042518,-89.485186
46307,1201 Artisan Dr,Modern two story,1992,43.115665,-89.2978119
46308,30 Newbury Cir,Ranch,1992,43.029485,-89.501344
46309,34 Newbury Cir,Modern two story,1992,43.029533,-89.501075
46310,38 Newbury Cir,Ranch,1992,43.029445,-89.500801
46311,21 Newbury Cir,Modern two story,1992,43.028914,-89.501757
46312,213 Oak Crest Ave,Bi-level,1992,43.070874,-89.4720169
46313,5518 Manitowish Way,Contemporary,1992,43.157516,-89.3731509
46314,1217 Artisan Dr,Ranch,1992,43.11603,-89.297558
46315,729 Diving Hawk Trl,Ranch,1992,43.031516,-89.374009
46316,17 Newbury Cir,Ranch,1992,43.028915,-89.501963
46317,4162 Monona Dr,Ranch,1992,43.076938,-89.324879
46318,2934 Maple View Dr,Colonial,1992,43.019821,-89.494895
46319,6121 Waterford Rd,Modern two story,1992,43.016712,-89.488482
46320,3558 Sargent St,Ranch,1992,43.089987,-89.326011
46321,705 Ondossagon Way,Modern two story,1992,43.048935,-89.515608
46322,6 Prentice Pl,Ranch,1992,43.108223,-89.300846
46323,37 Prentice Pl,Split-level,1992,43.109611,-89.300315
46324,2722 Homestead Rd,Modern two story,1992,43.02406,-89.498092
46325,33 Prentice Pl,Split-level,1992,43.109484,-89.300105
46326,702 N Thompson Dr,Modern two story,1992,43.106918,-89.300932
46327,705 N Thompson Dr,Apartment,1992,43.107199,-89.300153
46328,3020 Maple Valley Dr,Split-level,1992,43.017247,-89.49798
46329,925 S Holt Cir,Ranch,1992,43.044769,-89.503725
46330,18 Prentice Pl,Bi-level,1992,43.108786,-89.3008569
46331,813 N Holt Cir,Ranch,1992,43.0460769,-89.504492
46332,1105 N High Point Rd,Ranch,1992,43.081843,-89.51906
46333,9 Maple Run Ct,Modern two story,1992,43.021377,-89.4941769
46334,2944 Maple Run Dr,Colonial,1992,43.019086,-89.496332
46335,2 Brookins Ct,Modern two story,1992,43.076232,-89.282697
46336,15 Rough Lee Ct,Contemporary,1992,43.086226,-89.486274
46337,21 Rough Lee Ct,Ranch,1992,43.0857529,-89.486339
46338,6822 Harvest Hill Rd,Ranch,1992,43.078013,-89.500184
46339,9 Newbury Cir,Modern two story,1992,43.028917,-89.502374
46340,6 Castlebar Ct,Modern two story,1992,43.084908,-89.513391
46341,18 Madeline Island,Modern two story,1992,43.048572,-89.5153459
46342,10 Newbury Cir,Ranch,1992,43.029474,-89.502372
46343,1002 Magnolia Ln,Bi-level,1992,43.039622,-89.400177
46344,2817 Maple View Dr,Modern two story,1992,43.021868,-89.495754
46345,22 Shea Ct,Modern two story,1992,43.079224,-89.49415
46346,107 North Oak Grove Dr,Ranch,1992,43.0789781,-89.4963137
46347,10 Scranton Ct,Ranch,1992,43.017252,-89.489802
46348,5310 Forge Dr,Modern two story,1992,43.067636,-89.285492
46349,11 Stonefield Ter,Ranch,1992,43.0787321,-89.49562
46350,9 Stonefield Ter,Ranch,1992,43.0787397,-89.4956053
46351,4202 Heffernan Dr,Bi-level,1992,43.139899,-89.400241
46352,18 Scranton Ct,Modern two story,1992,43.017734,-89.489603
46353,4222 Green Ave,Modern two story,1992,43.140974,-89.398076
46354,1102 Bowen Ct,Apartment,1992,43.0672431,-89.4043511
46355,5314 Forge Dr,Modern two story,1992,43.0677359,-89.285787
46356,1 Norwalk Cir,Colonial,1992,43.083649,-89.519636
46357,3005 Edensway Rd,Ranch,1992,43.01803,-89.486783
46358,5 Kiowa Ct,Modern two story,1992,43.032096,-89.3747719
46359,2838 Warner St,Split-level,1992,43.031881,-89.374262
46360,1907 Baird St,Modern two story,1992,43.045099,-89.390338
46361,7641 Sawmill Rd,Colonial,1992,43.080971,-89.518415
46362,3021 Manchester Rd,Modern two story,1992,43.018121,-89.489876
46363,3017 Manchester Rd,Modern two story,1992,43.018263,-89.489672
46364,1 Newbury Cir,Ranch,1992,43.028931,-89.502805
46365,503 W Doty St,Townhouse,1992,43.0682751,-89.3888225
46366,3921 Jenna Dr,Bi-level,1992,43.13926,-89.317156
46367,22 Eastbourne Cir,Modern two story,1992,43.077694,-89.512693
46368,18 Eastbourne Cir,Colonial,1992,43.078001,-89.512553
46369,2817 Warner St,Split-level,1992,43.032754,-89.373538
46370,9 Thornhill Cir,Modern two story,1992,43.0783879,-89.510367
46371,19 Sturbridge Cir,Modern two story,1992,43.078096,-89.512025
46372,5402 Forge Dr,Split-level,1992,43.068964,-89.28609
46373,5 Redmound Cir,Modern two story,1992,43.081311,-89.517292
46374,9 Falmouth Ct,Modern two story,1992,43.041876,-89.500024
46375,5302 Forge Dr,Modern two story,1992,43.06758,-89.284873
46376,5306 Forge Dr,Ranch,1992,43.067597,-89.285175
46377,3025 Edensway Rd,Ranch,1992,43.016979,-89.48657
46378,3021 Edensway Rd,Ranch,1992,43.017183,-89.486678
46379,3001 Edensway Rd,Modern two story,1992,43.018248,-89.486688
46380,718 Saukdale Way,Ranch,1992,43.0758598,-89.5093809
46381,5206 Forge Dr,Modern two story,1992,43.066677,-89.284336
46382,2 Maple Park Cir,Modern two story,1992,43.0200419,-89.494862
46383,5210 Forge Dr,Modern two story,1992,43.066882,-89.284392
46384,2822 Waunona Way,Modern two story,1992,43.047491,-89.360556
46385,1 Pinehurst Cir,Contemporary,1992,43.07828,-89.498998
46386,3013 Dorchester Way,Ranch,1992,43.018046,-89.485001
46387,901 Tramore Trl,Split-level,1992,43.081197,-89.5189429
46388,706 Saukdale Way,Ranch,1992,43.0755772,-89.5091692
46389,726 Saukdale Way,Ranch,1992,43.0759095,-89.5094288
46390,730 Saukdale Way,Ranch,1992,43.0759344,-89.5094528
46391,738 Saukdale Way,Ranch,1992,43.0759841,-89.5095007
46392,7224 Saukdale Dr,Ranch,1992,43.076437,-89.5084234
46393,7222 Saukdale Dr,Ranch,1992,43.0764376,-89.5083945
46394,6 Dorchester Cir,Modern two story,1992,43.017402,-89.486307
46395,18 Stonefield Ter,Ranch,1992,43.0786863,-89.4956451
46396,2822 Warner St,Split-level,1992,43.032587,-89.37421
46397,6213 Waterford Rd,Ranch,1992,43.0163889,-89.4902539
46398,6217 Waterford Rd,Ranch,1992,43.016429,-89.490553
46399,6209 Waterford Rd,Modern two story,1992,43.0163889,-89.489939
46400,6201 Waterford Rd,Ranch,1992,43.0165,-89.489358
46401,6129 Waterford Rd,Modern two story,1992,43.016573,-89.489039
46402,26 Scranton Ct,Colonial,1992,43.0180409,-89.489243
46403,6113 Waterford Rd,Modern two story,1992,43.016974,-89.488005
46404,6109 Waterford Rd,Ranch,1992,43.017113,-89.487795
46405,6102 Waterford Rd,Modern two story,1992,43.017705,-89.487497
46406,134 S Hancock St,Townhouse,1992,43.075636,-89.378403
46407,6106 Waterford Rd,Colonial,1992,43.017705,-89.4878389
46408,1101 N High Point Rd,Modern two story,1992,43.08161,-89.518965
46409,9 Sturbridge Cir,Modern two story,1992,43.078548,-89.51177
46410,3029 Dorchester Way,Modern two story,1992,43.017583,-89.485043
46411,7645 Sawmill Rd,Bi-level,1992,43.081204,-89.518511
46412,2209 Wagon Trl,Ranch,1992,43.066632,-89.281924
46413,5 S Woodmont Cir,Modern two story,1992,43.079229,-89.514444
46414,17 Scranton Ct,Modern two story,1992,43.017453,-89.489004
46415,23 Eastbourne Cir,Modern two story,1992,43.077856,-89.513639
46416,26 Eastbourne Cir,Modern two story,1992,43.077636,-89.513261
46417,25 Scranton Ct,Colonial,1992,43.017589,-89.488771
46418,4310 Westport Rd,Split-level,1992,43.142275,-89.395318
46419,33 Scranton Ct,Colonial,1992,43.018047,-89.48824
46420,10 Thornhill Cir,Modern two story,1992,43.078711,-89.510321
46421,7134 Valhalla Trl,Modern two story,1992,43.0453523,-89.5077797
46422,30 Scranton Ct,Modern two story,1992,43.0182379,-89.489031
46423,6218 Waterford Rd,Bi-level,1992,43.016945,-89.490442
46424,3037 Manchester Rd,Colonial,1992,43.017406,-89.490256
46425,3025 Manchester Rd,Colonial,1992,43.017958,-89.490027
46426,3009 Manchester Rd,Modern two story,1992,43.018518,-89.4892629
46427,3001 Manchester Rd,Ranch,1992,43.018604,-89.489033
46428,3013 Edensway Rd,Ranch,1992,43.017589,-89.486852
46429,2929 Manchester Rd,Colonial,1992,43.0185699,-89.488118
46430,18 Maple Run Ct,Modern two story,1992,43.022091,-89.494259
46431,1009 N High Point Rd,Ranch,1992,43.080815,-89.518907
46432,3010 Edensway Rd,Modern two story,1992,43.018002,-89.487626
46433,2906 Preston Rd,Ranch,1992,43.019755,-89.489418
46434,1146 E Mifflin St,Modern two story,1992,43.086752,-89.369884
46435,2914 Preston Rd,Colonial,1992,43.019592,-89.489284
46436,7418 Sawmill Rd,Modern two story,1992,43.079582,-89.511352
46437,3002 Manchester Rd,Ranch,1992,43.019126,-89.489181
46438,3034 Manchester Rd,Ranch,1992,43.017834,-89.490928
46439,2966 Settlement Dr,Split-level,1992,43.029461,-89.376825
46440,2509 Portage Rd,Ranch,1992,43.13221,-89.315217
46441,9 Stanton Cir,Colonial,1992,43.020824,-89.487762
46442,14 N Woodmont Cir,Modern two story,1992,43.080538,-89.513396
46443,6123 Old Middleton Rd,Modern two story,1992,43.086523,-89.485939
46444,19 Eastbourne Cir,Colonial,1992,43.078183,-89.513604
46445,1109 Magnolia Ln,Ranch,1992,43.0391649,-89.402489
46446,16 Court Of Brixham,Modern two story,1992,43.0770539,-89.493495
46447,17 Dinauer Ct,Modern two story,1992,43.074018,-89.281545
46448,777 Sky Ridge Dr,Ranch,1992,43.050313,-89.510633
46449,871 Sky Ridge Dr,Modern two story,1992,43.048425,-89.509297
46450,901 Sky Ridge Dr,Ranch,1992,43.0478809,-89.509312
46451,2924 Maple Run Dr,Modern two story,1992,43.020182,-89.49681
46452,5205 Forge Dr,Modern two story,1992,43.06692,-89.283726
46453,5209 Forge Dr,Ranch,1992,43.06714,-89.283771
46454,5201 Forge Dr,Modern two story,1992,43.0666719,-89.283681
46455,17 Maple Run Ct,Colonial,1992,43.021922,-89.494022
46456,3229 Prairie Rd,Ranch,1992,43.018456,-89.495733
46457,501 W Doty St,Townhouse,1992,43.068315,-89.3888764
46458,2913 Maple Run Dr,Modern two story,1992,43.020521,-89.495881
46459,1 Oxbow Ct,Modern two story,1992,43.066173,-89.282298
46460,29 Scranton Ct,Modern two story,1992,43.017738,-89.488543
46461,99 Golf Pkwy Unit F,Garden,1992,43.1506917,-89.3665857
46462,14 Spear Cir,Modern two story,1992,43.030602,-89.375843
46463,22 Spear Cir,Modern two story,1992,43.03099,-89.375687
46464,2501 Independence Ln,Bi-level,1992,43.130682,-89.308609
46465,7434 Sawmill Rd,Modern two story,1992,43.079516,-89.512626
46466,7436 Sawmill Rd,Modern two story,1992,43.079573,-89.512941
46467,7430 Sawmill Rd,Colonial,1992,43.079497,-89.5123289
46468,6 Sedona Ct,Ranch,1992,43.018901,-89.51254
46469,3905 Jenna Dr,Ranch,1992,43.139303,-89.318175
46470,5810 Oxbow Bnd,Split-level,1992,43.067557,-89.279093
46471,3902 Jenna Dr,Modern two story,1992,43.139784,-89.318457
46472,5 Oxbow Ct,Modern two story,1992,43.0662019,-89.282691
46473,3218 Prairie Rd,Ranch,1992,43.019533,-89.4953139
46474,5734 Oxbow Bnd,Bi-level,1992,43.068294,-89.279346
46475,9 Holt Ct,Ranch,1992,43.046044,-89.50568
46476,3102 Dorchester Way,Modern two story,1992,43.0167069,-89.485783
46477,95 Golf Pkwy Unit E,Garden,1992,43.1507814,-89.3667158
46478,7430 New Washburn Way,Modern two story,1992,43.04592,-89.513419
46479,5738 Oxbow Bnd,Bi-level,1992,43.0681,-89.279279
46480,9 Preston Cir,Tudor,1992,43.020084,-89.487882
46481,5 Preston Cir,Colonial,1992,43.019756,-89.488136
46482,3306 Basil Dr,Ranch,1992,43.139815,-89.316619
46483,22 Knutson Dr,Modern two story,1992,43.140452,-89.402494
46484,3054 Artesian Ln,Split-level,1992,43.028488,-89.379326
46485,5218 Forge Dr,Modern two story,1992,43.06727,-89.284495
46486,609 Engelhart Dr,Modern two story,1992,43.029383,-89.375379
46487,2841 Warner St,Split-level,1992,43.031751,-89.373508
46488,7510 Fox Point Cir,Colonial,1992,43.084376,-89.514259
46489,10 Darien Cir,Colonial,1992,43.082749,-89.516565
46490,2917 Preston Rd,Ranch,1992,43.01937,-89.4885
46491,19 Stonefield Ter,Ranch,1992,43.078702,-89.4956785
46492,3313 Basil Dr,Ranch,1992,43.139772,-89.315753
46493,1 Birchwood Cir,Ranch,1992,43.115971,-89.296723
46494,4707 Turner Ave,Ranch,1992,43.072688,-89.313754
46495,38 Joshua Cir,Modern two story,1992,43.098482,-89.287791
46496,5 Sturbridge Cir,Ranch,1992,43.078769,-89.511742
46497,1921 Spohn Ave,Modern two story,1992,43.116789,-89.358572
46498,10 Sturbridge Cir,Split-level,1992,43.0783879,-89.511151
46499,894 Sky Ridge Dr,Ranch,1992,43.04807,-89.510146
46500,4513 Deerwood Dr,Modern two story,1992,43.0739951,-89.3063644
46501,941 Pebble Beach Dr,Cape Cod,1992,43.082356,-89.497572
46502,3901 Jenna Dr,Ranch,1992,43.1393842,-89.3184892
46503,7444 Sawmill Rd,Modern two story,1992,43.079749,-89.513557
46504,18 Clarendon Ct,Modern two story,1992,43.132638,-89.312897
46505,4527 E Buckeye Rd,Modern two story,1992,43.072307,-89.304235
46506,4705 Turner Ave,Ranch,1992,43.072822,-89.313753
46507,4509 Deerwood Dr,Modern two story,1992,43.073773,-89.30567
46508,810 Sauk Ridge Trl,Ranch,1992,43.078194,-89.493456
46509,3010 Manchester Rd,Modern two story,1992,43.018911,-89.489742
46510,3018 Dorchester Way,Modern two story,1992,43.017838,-89.484273
46511,511 N Gammon Rd,Contemporary,1992,43.073875,-89.5009989
46512,1702 Laurel Crest,Ranch,1992,43.085555,-89.478671
46513,11 Falmouth Ct,Modern two story,1992,43.041731,-89.500005
46514,938 Sauk Ridge Trl,Victorian georgian regency,1992,43.08172,-89.495047
46515,1214 Artisan Dr,Modern two story,1992,43.116288,-89.298261
46516,7418 Welton Dr,Modern two story,1992,43.044763,-89.512618
46517,10 Birchwood Cir,Ranch,1992,43.115279,-89.296958
46518,22 N Woodmont Cir,Colonial,1992,43.080588,-89.512702
46519,1109 Middleton St,Modern two story,1992,43.085934,-89.505487
46520,818 Sky Ridge Dr,Ranch,1992,43.049447,-89.510054
46521,918 Sky Ridge Dr,Modern two story,1992,43.04756,-89.510431
46522,5 Valhalla Ct,Modern two story,1992,43.0460489,-89.507801
46523,805 Dandaneau Trl,Modern two story,1992,43.04685,-89.514283
46524,7221 W Valhalla Way,Modern two story,1992,43.045598,-89.508981
46525,2849 Warner St,Ranch,1992,43.0312849,-89.373482
46526,2913 Preston Rd,Colonial,1992,43.019598,-89.488528
46527,22 Stonefield Ter,Ranch,1992,43.0786712,-89.4956769
46528,2921 Preston Rd,Colonial,1992,43.019132,-89.488533
46529,850 Sky Ridge Dr,Ranch,1992,43.048871,-89.510122
46530,854 Sky Ridge Dr,Modern two story,1992,43.04885,-89.510394
46531,23 Stonefield Ter,Ranch,1992,43.078689,-89.495708
